rank,ticker,sector,industry,avg_vol_30d,price,rs_score,rs_delta,rs_delta_momentum,pct_from_52w_high,pct_from_52w_low,range_position,price_vs_sma10,price_vs_sma20,price_vs_sma50,price_vs_sma200,percentile,pct_1m,pct_3m,pct_6m,pct_12m,elite_rs,elite_1m,elite_3m,elite_6m,elite_12m,elite_count,date
141,SGRO,Consumer Defensive,Farm Products,61126,4650.0,132.76,-10.3,-56.2,-36.8,121.6,48.6,-4.1,-4.0,11.2,-6.8,70,30,94,14,58,,,,,,0,2026-09-18
142,DOSS,Consumer Cyclical,Specialty Retail,4713516,174.0,132.49,-1.34,-35.62,-35.1,47.0,37.1,2.4,2.5,9.8,5.3,70,51,74,77,63,,,,,,0,2026-09-18
143,PNGO,Consumer Defensive,Farm Products,6073,3590.0,132.44,-3.49,37.12,-7.9,68.8,82.5,1.3,2.2,2.0,7.7,70,47,32,75,79,,,,,,0,2026-09-18
144,JPFA,Consumer Defensive,Farm Products,13620216,2320.0,131.9,11.34,17.32,-16.2,45.3,61.7,0.6,2.5,5.7,0.1,69,36,63,70,76,,,,,,0,2026-09-18
145,PICO,Consumer Cyclical,Packaging & Containers,8869873,180.0,131.9,36.25,33.02,-49.4,62.2,28.2,-2.1,-2.1,18.6,7.6,69,91,82,83,63,,,,,,0,2026-09-18
146,LABS,Healthcare,Medical Devices,5655583,172.0,131.86,-5.6,-17.89,-20.4,30.3,47.6,-2.0,1.0,7.2,14.3,69,22,59,81,64,,,,,,0,2026-09-18
147,NZIA,Real Estate,Real Estate - Development,59876990,179.0,131.83,6.65,28.62,-42.3,103.4,41.0,-7.0,3.5,16.2,8.8,69,90,35,6,81,,,,,,0,2026-09-18
148,TMAS,Industrials,Marine Shipping,8543800,146.0,131.78,3.93,-7.92,-19.2,32.5,50.8,-0.1,2.3,11.8,13.9,69,66,70,75,56,,,,,,0,2026-09-18
149,ARGO,Consumer Cyclical,Textile Manufacturing,230156,1155.0,131.49,12.3,45.46,-27.4,65.0,51.1,-0.9,-0.2,1.8,11.7,69,41,83,77,32,,,,,,0,2026-09-18
150,INDR,Consumer Cyclical,Textile Manufacturing,56093,2920.0,130.96,25.54,12.32,-24.5,73.8,56.6,-1.1,6.5,21.6,12.1,68,85,83,60,54,,,,,,0,2026-09-18
151,PRDA,Healthcare,Diagnostics & Research,989980,2860.0,130.33,19.15,32.99,0.0,32.6,100.0,1.6,5.8,13.5,19.7,68,83,46,84,57,,,,,,0,2026-09-18
152,LRNA,Industrials,Railroads,1416013,216.0,130.12,17.23,17.87,-37.2,33.3,29.7,2.6,7.5,13.4,4.9,68,78,63,72,62,,,,,,0,2026-09-18
153,TRIN,Real Estate,Real Estate - Development,28082813,344.0,129.78,5.56,62.72,-80.2,282.2,15.4,-13.3,-6.6,0.7,-51.3,68,62,3,2,94,,,,,,0,2026-09-18
154,ARKO,Utilities,Utilities - Renewable,4430223,3950.0,129.68,-131.07,-123.24,-66.6,221.1,25.7,-12.4,-17.1,-18.6,-38.8,68,1,1,10,93,,,,,,0,2026-09-18
155,INAI,Basic Materials,Aluminum,2152283,177.0,129.58,13.56,21.64,-39.4,41.6,31.1,0.4,0.1,3.0,1.0,67,45,75,52,57,,,,,,0,2026-09-18
156,BBRM,Industrials,Marine Shipping,8358550,119.0,129.11,10.87,18.42,-55.6,43.4,19.5,-2.7,0.0,1.6,-16.9,67,53,64,22,69,,,,,,0,2026-09-18
157,FIRE,Energy,Thermal Coal,36554936,122.0,128.9,15.2,15.2,-52.7,58.4,24.9,-1.8,1.9,8.7,-10.7,67,75,57,18,75,,,,,,0,2026-09-18
158,DSFI,Consumer Defensive,Farm Products,15251656,93.0,128.8,13.93,16.44,-28.5,69.1,50.7,5.0,5.9,12.1,3.1,67,74,79,62,54,,,,,,0,2026-09-18
159,BUMI,Energy,Thermal Coal,3311498766,202.0,128.72,4.49,-23.67,-56.5,87.0,26.4,-4.8,-1.1,10.7,-13.3,66,69,60,33,82,,,,,,0,2026-09-18
160,TMPO,Communication Services,Publishing,70785293,154.0,128.61,-26.79,-92.01,-38.9,75.0,40.2,-3.7,-13.6,2.7,9.3,66,3,75,82,53,,,,,,0,2026-09-18
161,KIJA,Real Estate,Real Estate - Development,644222526,181.0,128.57,25.71,12.9,-48.9,63.1,28.8,-5.9,-9.0,13.4,0.5,66,68,88,55,33,,,,,,0,2026-09-18
162,BDKR,Industrials,Engineering & Construction,9703986,164.0,127.63,9.85,10.13,-12.0,34.9,65.6,3.7,3.8,5.3,5.0,66,47,71,72,57,,,,,,0,2026-09-18
163,CRSN,Industrials,Specialty Business Services,3489483,132.0,127.47,5.03,-2.81,-26.4,45.1,46.4,-1.9,-0.7,11.5,11.2,66,71,77,79,60,,,,,,0,2026-09-18
164,GTSI,Industrials,Marine Shipping,52565476,150.0,127.41,-73.21,-107.09,-68.5,82.1,17.2,-8.1,-11.2,-7.4,-31.1,65,3,46,5,84,,,,,,0,2026-09-18
165,OPMS,Industrials,Waste Management,9157766,116.0,126.93,-13.65,-55.77,-56.7,45.0,19.1,-2.4,-3.9,0.2,-7.3,65,13,61,48,71,,,,,,0,2026-09-18
166,SIMP,Consumer Defensive,Packaged Foods,12220440,635.0,126.84,7.51,8.08,-25.1,40.6,46.3,1.5,1.9,6.8,8.3,65,61,66,78,51,,,,,,0,2026-09-18
167,KDTN,Consumer Cyclical,Restaurants,8488530,374.0,126.76,-31.02,95.68,-76.7,246.3,17.8,-7.1,-3.5,-12.1,-51.0,65,50,0,1,94,,,,,,0,2026-09-18
168,NAYZ,Consumer Defensive,Packaged Foods,31813390,76.0,126.69,23.65,33.25,-60.0,55.1,19.1,1.5,3.1,18.5,16.0,65,90,64,72,48,,,,,,0,2026-09-18
169,SPRE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3397633,104.0,126.62,24.49,31.84,-70.8,73.3,14.9,6.7,10.5,16.2,-16.4,64,73,68,74,67,,,,,,0,2026-09-18
170,BWPT,Consumer Defensive,Packaged Foods,482257863,124.0,126.43,39.62,41.4,-29.9,90.8,52.7,-2.3,4.1,27.0,4.9,64,91,90,54,27,,,,,,0,2026-09-18
171,SHIP,Energy,Oil & Gas Equipment & Services,149170,2710.0,126.18,42.98,15.21,-62.3,94.3,22.7,2.9,10.2,26.0,-15.9,64,81,97,12,13,,,,,,0,2026-09-18
172,BNBA,Financial Services,Banks - Regional,585070,820.0,125.96,16.61,36.03,-31.7,40.2,38.2,2.7,6.2,8.9,8.0,64,74,49,73,52,,,,,,0,2026-09-18
173,DART,Real Estate,Real Estate Services,3685686,166.0,125.53,2.13,-20.94,-24.5,49.5,50.5,2.5,1.7,12.0,6.6,64,37,76,72,47,,,,,,0,2026-09-18
174,OASA,Industrials,Engineering & Construction,31405023,286.0,125.52,-3.25,20.26,-45.0,43.0,26.9,-5.9,-9.0,-10.3,-11.5,63,9,64,39,60,,,,,,0,2026-09-18
175,SRTG,Financial Services,Asset Management,5880593,1770.0,125.37,-5.97,-0.64,-9.5,41.6,73.8,-1.8,-4.1,-0.6,9.5,63,20,57,76,46,,,,,,0,2026-09-18
176,ERAL,Consumer Cyclical,Specialty Retail,7138030,332.0,125.2,15.43,19.87,-13.6,50.1,68.0,2.4,5.3,9.5,8.9,63,74,64,61,51,,,,,,0,2026-09-18
177,ASPR,Consumer Cyclical,Packaging & Containers,31708713,143.0,125.11,-0.91,,-73.2,56.0,11.6,-1.4,-4.3,-4.9,-16.1,63,9,3,80,77,,,,,,0,2026-09-18
178,AMAN,Real Estate,Real Estate - Development,336053,226.0,124.59,-20.19,16.99,-40.5,93.2,41.4,-1.0,-1.1,-7.4,-10.7,62,17,6,18,83,,,,,,0,2026-09-18
179,STAA,Consumer Defensive,Farm Products,5308130,1175.0,123.98,8.44,17.25,-32.9,34.3,34.3,-4.5,-3.2,5.0,3.9,62,68,56,72,67,,,,,,0,2026-09-18
180,ADMR,Basic Materials,Coking Coal,37455520,1570.0,123.77,-2.44,15.32,-29.2,63.0,48.3,-2.5,-4.7,-0.8,-5.1,62,17,23,23,79,,,,,,0,2026-09-18
181,ERTX,Consumer Cyclical,Apparel Manufacturing,1131620,173.0,123.45,-3.32,-12.64,-49.1,57.3,27.4,-4.7,-5.1,-2.1,-11.7,62,13,56,19,75,,,,,,0,2026-09-18
182,DIVA,Technology,Software - Application,8927706,147.0,123.42,20.46,16.56,-35.5,61.5,40.9,6.5,7.0,13.0,0.8,62,67,73,63,61,,,,,,0,2026-09-18
183,GWSA,Real Estate,Real Estate - Development,3556500,155.0,123.19,10.58,2.2,-39.0,44.9,32.7,-6.7,-6.9,7.7,1.3,61,68,75,43,46,,,,,,0,2026-09-18
184,MAPI,Consumer Cyclical,Department Stores,8962453,1455.0,123.17,-14.63,6.44,-23.2,35.6,46.5,5.2,2.1,-3.0,8.1,61,22,20,84,61,,,,,,0,2026-09-18
185,SKBM,Consumer Defensive,Packaged Foods,296276,535.0,123.04,-3.28,7.91,-55.8,56.4,22.2,-1.7,-1.5,-3.9,-9.4,61,37,31,49,77,,,,,,0,2026-09-18
186,CBUT,Consumer Defensive,Packaged Foods,687786,1055.0,122.6,28.39,32.17,-44.0,134.4,42.2,5.3,12.1,22.7,15.1,61,92,88,78,19,,,,,,0,2026-09-18
187,INOV,Industrials,Waste Management,2424830,137.0,122.31,-22.93,-25.86,-44.3,47.3,28.8,-1.2,-2.5,-0.4,-1.1,61,16,53,52,69,,,,,,0,2026-09-18
188,NICE,Basic Materials,Other Industrial Metals & Mining,6373113,358.0,122.02,38.74,45.34,-28.1,53.0,47.0,-2.1,2.4,22.0,9.0,60,92,79,75,30,,,,,,0,2026-09-18
189,LMAX,Energy,Oil & Gas Refining & Marketing,820016,106.0,121.5,-7.3,19.98,-53.1,53.6,23.6,-3.1,-3.2,-5.3,-20.1,60,15,62,6,63,,,,,,0,2026-09-18
190,LEAD,Industrials,Marine Shipping,33862716,104.0,120.94,-5.81,-14.41,-54.4,40.5,19.5,-4.8,-4.7,-2.5,-17.3,60,16,46,11,67,,,,,,0,2026-09-18
191,CAKK,Industrials,Building Products & Equipment,594163,161.0,120.9,16.73,15.3,-19.5,35.3,51.9,0.9,3.3,10.9,0.5,60,76,62,59,62,,,,,,0,2026-09-18
192,CENT,Communication Services,Telecom Services,50884123,106.0,120.76,29.21,30.96,-39.8,76.7,39.7,-1.5,0.9,17.2,-2.6,59,85,87,48,32,,,,,,0,2026-09-18
193,ANTM,Basic Materials,Gold,110107376,3280.0,120.44,7.94,16.19,-26.1,39.1,44.4,2.6,3.5,6.8,1.6,59,60,47,35,62,,,,,,0,2026-09-18
194,BNGA,Financial Services,Banks - Regional,2397030,1735.0,120.34,-1.04,3.78,-1.4,18.0,91.4,0.0,1.5,4.2,5.5,59,50,42,70,56,,,,,,0,2026-09-18
195,BIPI,Energy,Thermal Coal,655318360,139.0,120.24,-14.09,7.61,-56.3,78.2,25.4,-4.6,-5.4,-5.1,-18.8,59,12,9,4,79,,,,,,0,2026-09-18
196,INDF,Consumer Defensive,Packaged Foods,5323310,7175.0,120.15,-2.57,-2.61,-4.9,26.9,80.5,-1.9,-1.9,0.4,8.5,59,30,45,82,44,,,,,,0,2026-09-18
197,APLN,Real Estate,Real Estate - Development,68603326,127.0,119.82,-2.79,16.52,-41.2,33.7,26.4,-2.5,-5.2,-3.1,-8.4,58,14,27,53,58,,,,,,0,2026-09-18
198,DEWA,Energy,Thermal Coal,518982933,382.0,119.7,-22.39,-34.09,-52.9,79.4,28.3,-8.6,-11.8,-10.6,-19.1,58,4,27,27,80,,,,,,0,2026-09-18
199,INKP,Basic Materials,Paper & Paper Products,4402626,8725.0,119.5,-5.77,-9.81,-26.5,35.7,42.2,-2.4,-1.7,4.0,0.3,58,37,52,42,56,,,,,,0,2026-09-18
200,NOBU,Financial Services,Banks - Regional,3155420,540.0,119.32,7.16,-8.45,-23.9,29.8,42.2,1.8,4.1,11.2,5.8,58,69,61,59,39,,,,,,0,2026-09-18
201,PDPP,Consumer Cyclical,Packaging & Containers,276916,340.0,119.12,16.51,2.96,-31.4,55.9,43.9,2.8,2.9,12.4,9.7,58,71,76,77,21,,,,,,0,2026-09-18
202,PTRO,Basic Materials,Other Industrial Metals & Mining,47521136,5325.0,119.01,5.21,-10.53,-58.7,53.9,19.8,-0.3,1.5,8.7,-15.7,57,41,68,61,73,,,,,,0,2026-09-18
203,JAWA,Consumer Defensive,Farm Products,13006890,160.0,118.99,26.13,23.65,-28.6,56.9,47.5,6.0,11.8,22.3,3.7,57,86,74,66,47,,,,,,0,2026-09-18
204,MBAP,Energy,Thermal Coal,159516,1680.0,118.69,15.62,14.33,-12.3,42.4,68.0,-3.3,2.1,11.4,5.7,57,78,60,46,47,,,,,,0,2026-09-18
205,SMKM,Industrials,Engineering & Construction,5275613,100.0,118.67,6.3,-21.13,-66.2,69.5,17.3,-6.0,-6.4,14.4,-5.9,57,34,85,56,23,,,,,,0,2026-09-18
206,BRMS,Basic Materials,Other Industrial Metals & Mining,377818096,735.0,118.36,15.5,6.72,-43.9,55.1,31.2,2.9,2.0,15.6,-10.0,57,78,44,34,78,,,,,,0,2026-09-18
207,BOAT,Energy,Oil & Gas Drilling,4823450,138.0,118.27,-8.45,-35.7,-48.5,70.4,30.5,0.3,-2.0,4.5,-8.0,56,27,50,34,61,,,,,,0,2026-09-18
208,MPXL,Industrials,Trucking,925690,166.0,118.14,-2.09,-15.01,-43.5,37.2,26.0,-1.6,-1.4,4.2,-3.0,56,31,47,74,69,,,,,,0,2026-09-18
209,MDKI,Basic Materials,Specialty Chemicals,197880,191.0,118.1,-7.1,-4.8,-14.0,27.3,56.8,-2.5,-1.5,1.9,1.3,56,44,36,63,62,,,,,,0,2026-09-18
210,KKGI,Energy,Thermal Coal,3043116,312.0,117.97,12.69,19.96,-14.9,48.5,65.1,1.4,4.9,10.1,4.9,56,76,53,51,49,,,,,,0,2026-09-18
211,TKIM,Basic Materials,Paper & Paper Products,2803226,7575.0,117.95,-9.34,-36.77,-32.0,67.4,46.1,-4.8,-5.6,5.8,2.1,55,23,63,25,52,,,,,,0,2026-09-18
212,LPPF,Consumer Cyclical,Department Stores,1267773,1615.0,117.72,-1.42,7.71,-6.1,18.8,70.8,-1.1,-0.4,1.6,2.2,55,37,32,62,59,,,,,,0,2026-09-18
213,MPOW,Utilities,Utilities - Independent Power Producers,16607120,115.0,117.54,15.81,19.74,-30.3,30.7,35.1,0.7,1.4,7.9,4.3,55,66,59,67,40,,,,,,0,2026-09-18
214,SSIA,Industrials,Engineering & Construction,23631593,1725.0,117.47,8.84,40.3,-24.4,53.9,52.0,-1.3,-4.7,0.4,7.1,55,48,35,89,23,,,,,,0,2026-09-18
215,WIIM,Consumer Defensive,Tobacco,2379313,1415.0,117.39,-42.12,-44.56,-28.4,89.2,54.3,-9.8,-13.0,-14.4,-15.4,55,2,8,32,84,,,,,,0,2026-09-18
216,MRAT,Consumer Defensive,Household & Personal Products,808703,390.0,117.05,-10.38,22.18,-45.5,87.5,35.9,-0.8,-3.2,-8.2,-12.5,54,17,7,34,80,,,,,,0,2026-09-18
217,MSTI,Technology,Information Technology Services,1593850,1345.0,116.9,0.33,9.63,-7.4,16.5,63.9,-1.0,-0.4,0.8,4.7,54,47,44,75,38,,,,,,0,2026-09-18
218,SSMS,Consumer Defensive,Packaged Foods,12245323,1155.0,116.88,42.17,54.55,-32.6,72.4,46.5,-1.2,8.4,18.2,-3.8,54,88,84,29,30,,,,,,0,2026-09-18
219,RMKE,Energy,Thermal Coal,82671400,396.0,116.66,-32.63,13.26,-77.0,107.6,13.4,-4.6,-5.6,-6.2,-41.7,54,22,8,8,90,,,,,,0,2026-09-18
220,ARII,Energy,Thermal Coal,179176,296.0,116.56,2.2,6.03,-12.9,17.5,50.0,-2.6,-0.9,4.0,3.2,54,53,31,67,53,,,,,,0,2026-09-18
221,INTP,Basic Materials,Building Materials,1497463,5300.0,116.38,-8.51,-22.77,-21.7,32.5,47.0,-0.1,-2.4,3.7,1.3,53,24,71,61,32,,,,,,0,2026-09-18
222,MDKA,Basic Materials,Other Industrial Metals & Mining,39399776,2870.0,116.14,-8.27,0.68,-26.8,40.0,43.8,-2.8,-2.9,1.4,0.2,53,37,28,30,59,,,,,,0,2026-09-18
223,VICO,Financial Services,Asset Management,1165083,171.0,116.14,17.3,20.93,-25.0,35.7,44.1,4.3,9.2,16.7,3.7,53,81,64,54,39,,,,,,0,2026-09-18
224,UNTR,Basic Materials,Other Industrial Metals & Mining,4005233,25700.0,116.07,10.43,30.12,-18.1,23.1,45.9,-0.8,2.0,3.2,-3.4,53,70,52,45,56,,,,,,0,2026-09-18
225,PMUI,Technology,Electronics & Computer Distribution,5457873,103.0,116.04,14.15,,-35.3,71.7,43.4,-0.8,0.4,8.5,-2.5,53,55,77,61,32,,,,,,0,2026-09-18
226,IMJS,Industrials,Conglomerates,7654036,188.0,115.92,24.24,29.27,-56.9,57.1,21.6,0.3,4.4,14.5,-4.8,52,79,78,71,24,,,,,,0,2026-09-18
227,MAPA,Consumer Cyclical,Specialty Retail,18242143,665.0,115.89,-1.93,3.72,-15.8,28.7,54.3,-1.5,-2.8,2.0,2.4,52,32,49,68,50,,,,,,0,2026-09-18
228,HMSP,Consumer Defensive,Tobacco,19850036,650.0,115.73,-11.99,-11.79,-24.7,30.4,41.5,-9.2,-10.7,-10.5,-8.7,52,6,43,35,71,,,,,,0,2026-09-18
229,BIRD,Industrials,Railroads,797343,1610.0,115.69,-9.76,-5.93,-4.7,29.4,82.0,-0.2,-0.8,-0.3,5.3,51,29,39,68,45,,,,,,0,2026-09-18
230,PEGE,Financial Services,Capital Markets,26525463,135.0,115.69,24.0,9.01,-54.4,51.7,22.2,3.5,8.9,23.9,-15.0,51,87,70,30,63,,,,,,0,2026-09-18
231,ABMM,Energy,Thermal Coal,586550,2790.0,115.4,4.75,2.52,-8.1,28.6,71.6,-2.2,-0.2,5.8,3.2,51,55,54,53,44,,,,,,0,2026-09-18
232,PTPS,Consumer Defensive,Farm Products,3518530,163.0,115.2,8.75,21.78,-29.1,83.1,52.5,-0.4,1.1,8.1,-3.2,51,61,72,36,40,,,,,,0,2026-09-18
233,SONA,Consumer Cyclical,Travel Services,29646,2400.0,115.12,-28.52,-59.62,-48.8,25.0,17.3,4.3,1.1,-0.9,6.8,51,2,62,76,18,,,,,,0,2026-09-18
234,MEGA,Financial Services,Banks - Regional,46336,1955.0,115.0,-17.92,-23.57,-33.7,25.7,28.7,-0.7,-0.8,-1.4,1.2,51,34,13,62,61,,,,,,0,2026-09-18
235,ITMA,Basic Materials,Other Industrial Metals & Mining,111363,1450.0,114.84,10.9,25.91,-47.8,38.1,23.1,-4.7,-2.1,2.8,-19.3,50,68,24,5,80,,,,,,0,2026-09-18
236,DEPO,Consumer Cyclical,Home Improvement Retail,638756,240.0,114.68,0.75,14.52,-31.0,20.7,27.6,-2.4,-3.5,-2.5,-4.3,50,25,22,73,65,,,,,,0,2026-09-18
237,GZCO,Consumer Defensive,Farm Products,46536940,192.0,114.48,2.67,0.02,-51.3,67.0,27.6,-1.1,1.3,11.9,-5.7,50,72,69,65,49,,,,,,0,2026-09-18
238,PEHA,Healthcare,Drug Manufacturers - Specialty & Generic,1840383,292.0,114.44,12.53,14.89,-22.5,39.1,49.2,-3.1,-1.5,5.9,2.7,50,56,54,69,36,,,,,,0,2026-09-18
239,SKRN,Industrials,Rental & Leasing Services,324540,408.0,114.41,24.02,37.25,-57.8,31.6,14.9,0.4,2.7,2.7,-8.1,50,62,69,57,51,,,,,,0,2026-09-18
240,LION,Industrials,Business Equipment & Supplies,232176,374.0,114.34,14.57,26.57,-55.5,22.2,12.7,-0.5,1.8,5.4,-6.6,49,67,56,51,49,,,,,,0,2026-09-18
241,SURE,Energy,Oil & Gas Integrated,12920,3000.0,114.34,-2.31,10.65,-10.4,26.6,64.3,-2.5,5.1,7.6,9.0,49,71,18,76,45,,,,,,0,2026-09-18
242,ECII,Consumer Cyclical,Specialty Retail,3709620,166.0,114.32,16.73,26.88,-37.6,49.5,35.5,-2.2,0.8,5.6,-7.3,49,65,78,16,35,,,,,,0,2026-09-18
243,ALII,Industrials,Marine Shipping,973726,715.0,114.18,-21.27,-29.78,-44.5,37.3,25.3,-7.3,-8.3,-7.0,-12.9,49,7,10,36,70,,,,,,0,2026-09-18
244,BOLA,Communication Services,Entertainment,2179793,176.0,114.09,9.27,44.22,-17.0,53.0,62.9,-3.4,5.5,9.0,6.2,49,83,49,69,27,,,,,,0,2026-09-18
245,ESSA,Basic Materials,Chemicals,121273266,610.0,114.06,-5.29,-3.61,-30.6,18.4,26.1,-7.5,-6.8,-4.0,-3.3,48,17,30,40,59,,,,,,0,2026-09-18
246,TNCA,Industrials,Integrated Freight & Logistics,3504930,182.0,113.8,13.3,10.12,-40.1,45.6,31.8,0.3,5.0,12.9,-4.2,48,74,66,60,39,,,,,,0,2026-09-18
247,HOMI,Real Estate,Real Estate - Development,4216740,248.0,113.63,15.39,-2.06,-68.8,43.4,12.1,2.2,8.6,22.7,-21.7,48,69,73,24,68,,,,,,0,2026-09-18
248,HELI,Industrials,Airports & Air Services,1676836,220.0,113.6,8.26,4.77,-15.4,61.8,67.7,6.2,9.0,14.0,8.9,48,71,58,64,31,,,,,,0,2026-09-18
249,CMNP,Industrials,Infrastructure Operations,122420,1400.0,113.56,-1.22,3.96,-28.2,12.9,22.5,-2.0,-0.5,1.7,-1.7,47,45,32,58,50,,,,,,0,2026-09-18
250,VINS,Financial Services,Insurance - Property & Casualty,1412663,143.0,113.49,1.86,9.44,-45.0,24.3,19.3,-1.1,-0.3,1.0,-11.4,47,35,42,32,56,,,,,,0,2026-09-18
251,TRJA,Industrials,Rental & Leasing Services,5419720,133.0,113.35,15.99,15.29,-32.8,33.0,33.7,1.1,3.5,11.8,-3.1,47,68,61,52,43,,,,,,0,2026-09-18
252,PGLI,Consumer Cyclical,Lodging,812043,210.0,113.21,7.3,24.23,-61.1,26.5,11.8,0.0,0.0,2.7,-6.6,47,37,50,65,65,,,,,,0,2026-09-18
253,PGEO,Utilities,Utilities - Renewable,21047800,1055.0,113.03,3.24,4.62,-24.1,36.1,45.6,2.0,1.6,2.3,3.3,47,23,62,69,24,,,,,,0,2026-09-18
254,WEHA,Industrials,Railroads,8607480,115.0,113.0,0.43,-0.17,-31.1,25.0,30.7,2.2,3.9,7.1,-2.9,46,57,50,39,46,,,,,,0,2026-09-18
255,BRNA,Consumer Cyclical,Packaging & Containers,450470,670.0,112.91,-2.65,-6.0,-15.2,19.6,47.8,4.9,7.7,8.1,1.6,46,37,54,62,34,,,,,,0,2026-09-18
256,ISSP,Basic Materials,Steel,1791966,414.0,112.9,-16.06,-16.73,-20.7,14.8,33.1,-7.0,-5.1,-2.6,-2.9,46,21,39,33,51,,,,,,0,2026-09-18
257,CITA,Basic Materials,Other Industrial Metals & Mining,128936,3500.0,112.85,12.45,18.24,-29.2,31.1,36.5,-0.5,3.1,6.4,-3.0,46,70,55,44,42,,,,,,0,2026-09-18
258,SMKL,Consumer Cyclical,Packaging & Containers,517993,156.0,112.74,8.82,10.18,-17.7,43.1,58.3,0.0,2.7,6.7,-0.4,46,65,49,47,44,,,,,,0,2026-09-18
259,TBMS,Industrials,Metal Fabrication,29153,1225.0,112.66,4.23,29.43,-19.6,24.9,45.0,-0.1,0.0,1.2,-4.4,45,51,22,51,65,,,,,,0,2026-09-18
260,PORT,Industrials,Marine Shipping,54726,955.0,112.6,-1.49,0.41,-41.4,18.6,18.2,2.1,3.9,6.9,-0.1,45,33,41,70,46,,,,,,0,2026-09-18
261,AMIN,Industrials,Specialty Industrial Machinery,231980,250.0,112.56,-4.3,20.12,-15.0,22.5,51.1,3.2,3.5,2.9,-0.4,45,52,16,57,67,,,,,,0,2026-09-18
262,SMSM,Consumer Cyclical,Auto Parts,3301633,1710.0,112.56,-1.06,8.4,-6.4,10.7,58.6,-1.6,-1.2,-0.6,0.7,45,34,37,58,42,,,,,,0,2026-09-18
263,GOLD,Communication Services,Telecom Services,263873,282.0,112.55,3.72,11.15,-27.7,17.5,28.0,1.4,1.7,4.8,-2.6,45,64,30,59,57,,,,,,0,2026-09-18
264,GDYR,Consumer Cyclical,Auto Parts,16360,1125.0,112.45,-4.27,2.3,-23.5,27.1,41.0,-0.1,0.4,1.7,2.9,44,51,32,66,43,,,,,,0,2026-09-18
265,BBRI,Financial Services,Banks - Regional,186206446,3330.0,112.4,7.12,12.12,-13.4,28.6,58.9,-0.8,0.8,6.8,3.2,44,67,51,52,36,,,,,,0,2026-09-18
266,LPCK,Real Estate,Real Estate - Development,566133,595.0,112.33,-1.72,-8.8,-39.3,25.0,23.6,-0.2,-0.6,4.1,-3.3,44,31,56,24,38,,,,,,0,2026-09-18
267,MDIY,Consumer Cyclical,Department Stores,652920,930.0,112.25,-8.42,-8.36,-15.6,23.3,50.6,-1.7,-2.1,-1.5,1.7,44,26,50,74,29,,,,,,0,2026-09-18
268,INCO,Basic Materials,Other Industrial Metals & Mining,13423910,4680.0,112.13,-9.2,-1.94,-39.7,27.3,24.6,-2.7,-6.1,-6.9,-12.4,43,8,12,17,69,,,,,,0,2026-09-18
269,MLPT,Technology,Information Technology Services,4362623,1150.0,112.06,-8.96,-11.31,-87.2,130.0,7.7,-2.9,-8.1,-12.7,-17.1,43,4,88,86,3,,,,,,0,2026-09-18
270,RANC,Consumer Defensive,Grocery Stores,49680,550.0,112.02,8.34,11.27,-51.1,32.2,18.9,0.7,2.3,4.1,-15.1,43,60,33,69,71,,,,,,0,2026-09-18
271,INPC,Financial Services,Banks - Regional,17814693,153.0,111.55,10.45,23.95,-50.0,41.7,22.7,-6.1,-2.2,5.1,-3.3,43,70,51,57,30,,,,,,0,2026-09-18
272,DKFT,Basic Materials,Other Industrial Metals & Mining,6635126,665.0,111.44,7.54,33.55,-29.8,27.5,33.7,-0.6,1.3,4.0,-5.1,43,61,38,45,47,,,,,,0,2026-09-18
273,AISA,Consumer Defensive,Packaged Foods,6896573,117.0,111.19,4.62,-2.13,-28.2,30.0,37.0,0.3,-0.7,1.2,-5.9,42,29,58,45,41,,,,,,0,2026-09-18
274,MCOL,Energy,Thermal Coal,26063,3630.0,111.07,-10.31,-5.66,-8.4,16.8,61.0,-1.8,-1.9,-2.6,-0.6,42,24,20,67,48,,,,,,0,2026-09-18
275,KBLV,Communication Services,Entertainment,51856803,127.0,111.06,-49.95,-59.81,-62.0,122.8,25.3,-2.2,-6.2,-1.1,-5.8,42,7,81,77,10,,,,,,0,2026-09-18
276,GLVA,Technology,Electronics & Computer Distribution,46896,332.0,110.75,4.54,13.12,-25.9,16.1,28.4,1.0,3.1,6.7,-2.5,42,62,35,63,50,,,,,,0,2026-09-18
277,TRIS,Consumer Cyclical,Apparel Manufacturing,1265573,172.0,110.41,0.83,11.02,-33.2,22.7,27.1,-0.4,-0.4,2.3,-1.2,42,49,35,55,41,,,,,,0,2026-09-18
278,IMPC,Industrials,Building Products & Equipment,19320406,1670.0,110.03,-19.19,26.98,-58.8,28.0,13.3,0.5,9.6,10.9,-24.5,41,83,26,40,78,,,,,,0,2026-09-18
279,SSTM,Consumer Cyclical,Textile Manufacturing,662393,462.0,109.97,3.55,25.15,-88.0,81.9,5.8,-1.5,1.2,8.7,-53.5,41,79,51,11,82,,,,,,0,2026-09-18
280,RALS,Consumer Cyclical,Department Stores,2428403,386.0,109.96,-2.98,13.33,-18.1,12.5,33.5,-0.8,0.1,0.9,-1.8,41,46,27,31,55,,,,,,0,2026-09-18
281,SMGA,Basic Materials,Other Industrial Metals & Mining,20432663,86.0,109.93,10.07,1.44,-39.4,59.3,36.4,-2.5,0.6,11.5,-4.6,41,58,69,28,28,,,,,,0,2026-09-18
